name,meaning
결과적귀속,인과관계가 인정되는 결과를 행위자의 행위에 객관적으로 구속시킬 수 있는가를 확정하는 형법상 이론이다. 결과가 정당한 처벌이라는 관점에서 행위자에게 객관적으로 귀속시킬 수 있느냐와 관련한 규범적 법적 문제이다.
결심,재판에서 피고와 원고의 모든 주장 및 증거가 현출됨으로 인하여 판결을 내릴 수 있는 상태가 되면 변론을 종결하는 것을 말한다.
경범죄,일상생활에서 일어날 수 있는 가벼운 위법 행위로 죄의 경중이 낮은 범죄를 말한다.
경원자소송,인허가 등의 수익적 행정처분을 신청한 여러 사람이 있는데 한쪽에 대한 허가가 다른 쪽에 대한 불허가가 될 수 밖에 없는 경우 허가 등의 처분을 받지 못한 자가 행정청을 상대로 제기하는 소송을 말한다.
계,"상부 상조, 친목, 공동이익 등을 목적으로 만들어진 한국의 전통 협동조직으로 모임."
계약,법률효과 발생을 목적으로 한 두 개의 의사표시가 합치함으로써 성립하는 하나의 법률행위이다.
계약자유의원칙,"사회생활에 있어 개인이 본인의 의사에 따라 계약의 형식이나 내용, 계약체결여부 등을 자유롭게 결정할 수 있는 원칙이다."
계약체결불능,법률적으로 계약 체결을 위한 능력을 보유하고 있지 않은 것을 뜻한다.
계약체결상의과실책임,계약의 준비나 성립과정에서 상대방에게 손해를 가한 경우 부담하는 배상책임을 뜻한다(민법 제535조).
계쟁권리,"소송 등 사건의 목적이 되는 권리를 말하는 것으로, 변호사는 제3자로부터 이러한 권리를 넘겨받아 사건에 개입하거나 이익을 도모해서는 안된다는 것을 뜻한다."
고객,"상점 따위에 물건을 사러 오는 손님을 뜻하며, 다른 사람과의 비즈니스적인 목적으로 그 사람의 영역에 들어온 자를 말한다."
고소불가분의원칙,친고죄에 있어서 공범 중 한 명 또는 여러 명에 대한 고소나 취소의 효력은 다른 공범자나 그 범죄사실의 전부에 대해서 효력이 발생 한다는 형사소송법상의 원칙(형사소송법 제233조)
고위험행위,방사능 물질의 운반 및 보관 등 위험성이 높은 활동에 임하는 사람은 불법행위법에 의해 발생하는 피해에 대해 절대적 책임을 지게 된다.
고의,민법상으로는 과실과 함께 불법행위의 요건 중 하나이며 어떠한 사실을 인식할 수 있었음에도 불구하고 부주의로 인식하지 못한 것을 말한다. 형법상으로는 고의와 함께 책임요건의 하나로 보며 범죄사실의 발생을 행위자의 부주의에 의하여 인식하지 못한 것을 말한다.
공개주의,"변론, 증거조사, 판결 등 소송의 심리 및 재판을 일반국민이 방청하도록 허용하는 것으로 공정한 재판을 이념으로 하는 원칙이다."
공공유한회사,"일반 대중에게 주식이 공개된 상장회사로서 공개유한책임회사, 공개주식회사라고도 한다."
공동저당,동일한 채권의 담보로서 수 개의 부동산 위에 저당권을 설정하는 것으로 이 경우에는 목적물의 수만큼 저당권이 성립한다.
공무수탁사인,국가나 지방자치단체로부터 공권을 부여받아 자신의 이름으로 공적인 업무를 처리할 권한을 부여받은 개인이나 사법인을 말한다.
공무집행방해죄,직무를 집행하는 공무원에 대하여 폭행 또는 협박을 함으로써 성립하는 죄로 5년 이하의 징역이나 1천만원 이하의 벌금에 처하게 된다(형법 제136조 제1항)
공법상사실행위,"일정한 사실을 행하는 것으로 어떠한 사실상의 효과, 결과의 실현을 목적으로 하는 행정작용을 말한다."
공법행위,"일반적으로 공법관계의 법률행위로서, 공법적 효과를 발생, 변경, 소멸시키는 행위를 말한다."
공소기각,"형사소송에 있어 공소가 제기된 경우, 절차상의 하자 등 소송조건의 흠결을 이유로 사건의 실체에 대한 심리를 하지 않고 소송을 종결시키는 형식적 재판이다."
공소사실,공소장에 기재된 범죄사실 및 범죄의 특별구성요건을 충족하는 구체적 사실을 뜻한다.
공소장,검사가 공소를 제기하기 위해 법원에 제출하는 문서를 뜻한다.
공시송달,송달 받을 자의 주소 또는 거소를 알 수 없는 경우 당사자의 권리보호를 위하여 법원이 서류를 보관해 두었다가 당사자가 나타나면 교부할 뜻을 법원 게시판에 게시하는 송달방법이다(민사소송법 제195조).
공시의원칙,물권의 변동은 외부에서 인식할 수 있도록 반드시 일정한 공시방법을 수반해야 한다는 것으로 공시방법이 누락되었을 경우 법률상 효력이 완전하게 발생하지 않는다는 원칙이다.
공용징수,"공익을 위해 필요한 처분으로서 타인의 재산권을 법률의 힘으로 강제적으로 취득하는 것을 뜻하며, 민법에서는 공용징수, 행정법에서는 공용수용이라고 부른다."
공유,물건의 지분에 관하여 수인이 공동으로 소유하는 형태를 말한다.
공증,특정한 사실 또는 법률관계의 존재여부나 내용을 공적 권위로써 증명하는 행정행위를 말한다.
공증인,당사자나 그밖의 관계인의 위탁에 따라 법률행위나 사권에 관한 사실에 대하여 공정증서를 작성하고 또는 사서증서에 인증을 부여하는 자를 말한다.
공판절차,"공소가 제기된 사건에 대해 법원의 소송절차 즉 심리, 재판, 변론 등이 종결될 때까지의 모든 절차를 말한다."
공판준비절차,공판기일에 대비하여 심리를 충분히 행하기 위한 준비 절차를 말한다.
과실,"범죄사실의 발생을 예견할 수 있었음에도 불구하고 부주의로 인식하지 못한 심리상태나 물건의 사용대가로 받는 금전, 기타의 물건 등의 경제적 수익을 뜻한다."
과실기여,피고가 원고에 대해 할 수 있는 항변으로 원고가 불법행위에 기여를 한 과실이 있다는 주장을 뜻한다.
과실상계,불법행위나 채무불이행에서 피해자(채권자)에게도 과실이 있으면 배상책임과 손해액을 정하는 데 있어 그 과실을 참작하는 것을 뜻한다(민법 제396조).
과실의정신적가해행위,"타인이 심리적 정신적 고통을 받지 않도록 합리적인 수준의 주의를 기울여야 할 의무가 있고, 이런 의무를 저버렸을 경우 피해자에게 피해를 보상해야 한다."
과실책임,피해가 발생하였을 때 가해자의 과실에 의한 행위에 대해서만 책임을 지우고 과실이 없는 행위에 대해서는 책임을 지우지 않는 것.
과잉방위,방위행위가 지나쳐 정당방위의 정도를 넘어선 경우를 말한다.
관념통지,"어떤 사실의 관념을 타인에게 표시하는 사법상 행위를 말하며, 사실의 통지라고도 한다."
관리관계,행정주체인 국가 또는 공공단체가 공권력의 주체로서가 아니라 사업의 관리주체의 지위에서 국민과 맺는 법률관계를 말한다.
관습,사회에서 오랜 세월 동안 반복 되면서 사람들이 따르게 된 규범을 말한다.
관습법,사회에서 발생한 관습이 사회의 법적 확신의 지지를 받게 되어 형성된 법을 말한다.
관습헌법,성문헌법에는 없지만 국민의 기본권이나 국가기구의 구성 등과 같이 헌법적 가치와 규정력을 가지는 헌법.
관할,각 법원에 대한 재판권의 분배를 뜻하는 것으로 특정법원에서 특정사건을 재판할 수 있는 권한을 말한다.
구금,범죄의 증거를 인멸할 염려가 있는 등 긴급을 요하는 경우에 피고인 또는 피의자를 일정기간 동안 교도소나 구치소에 구치하게 하는 법원의 강제처분을 말한다.
구성요건,형법에서 범죄로 규정한 행위 즉 요구 또는 금지하는 행위에 대하여 기술해 놓은 것을 말한다.
구속,형사소송법상 피고인 또는 피의자 신체의 자유를 제한하는 대인적 강제처분을 뜻한다(형사소송법 제69조).
구속력,"법률이나 계약, 규칙 및 조약 등이 자유로운 행위를 속박하는 효력을 말한다."
구속영장,"피의자가 죄를 범하였다고 의심할 만한 이유가 있고, 일정한 주거가 없거나 증거 인멸 우려가 있는 때, 도망하거나 도망할 염려가 있는 때 피의자를 구속하기 위한 영장이다."
구속적부심사,"영장에 의해 수사기관에 체포 또는 구속되었다고 하더라도 구속의 적부를 법원이 심사하여, 그 구속이 위법하거나 부당하다고 판단되는 경우 피의자를 석방하는 제도(형사소송법 제214조의 2)"
구인,법원이나 법정에서 피고인 또는 증인을 일정한 장소에 인치하는 것(형사소송법 제69조 이하).
구체적타당성,법의 해석이나 적용을 통해 구체적 사건의 해결이 적절히 이루어지는 것을 뜻한다.
구형,피고인 신문과 증거조사가 끝난 후 검사가 행하는 구체적 형벌에 관한 의견의 진술을 말한다.
국가귀속,상속인이 없는 재산이 국가에 귀속되는 것을 뜻한다.
국가모독죄,국가의 안전과 이익 그리고 위신을 보전하려는 목적으로 1988년 12월 30일까지 대한민국 형법 제104조의2에 규정되었던 불법 행위를 말한다.
국가배상책임,"위법한 행위로 인해 손해를 입은 경우, 국가에 대하여, 배상책임을 물을 수 있는 권리를 말한다."
국고관계,"국가 등이 사경제활동의 주체로서 행하는 작용을 뜻하는 행정법상 개념으로, 행정주체의 우월적 지위가 인정되지 않고 국고관계의 분쟁 해결은 민사소송절차에 의하게 된다."
국민참여재판제도,국민참여재판은 일반 국민이 배심원으로서 형사재판에 참여하여 판사에게 평의 결과와 양형 의견을 내놓는 재판제도를 말한다.
국유재산,국가가 소유하는 일체의 동산 · 부동산 및 각종 권리를 뜻한다.
국제예양,"국가 간에 일반적으로 행해지는 일정한 풍속과 예의, 호의 등을 따르는 관례, 편의상의 규칙 등을 뜻한다."
권고,"어떤 것에 대해 권유하는 것을 말하지만, 법률상으로 상대방을 구속하는 구속력은 없다."
권리남용금지의원칙,외형적으로는 권리를 행사하는 것처럼 보이지만 실제로는 공공복리 및 사회질서에 반하기 때문에 권리의 행사라고 할 수 없는 경우에는 그에 따른 법률효과도 발생하지 않는다는 원칙을 말한다.
권리장전,"인간의 권리를 천명한 헌장 및 법률을 말하며, 대표적으로 미국과 영국의 권리장전이 있다."
권리청원,영국의회가 찰스 1세의 승인을 얻은 국민의 인권에 관한 선언으로 청교도 혁명과 관련된 인권선언이다.
권리행사방해죄,"타인이 점유하거나 권리의 목적이 된 자기의 물건을 그 타인의 승낙 없이 취거, 은닉 또는 손괴하여 타인의 권리행사를 방해하는 죄이다(형법 제323조)."
근저당,계속적인 거래관계로부터 증감변동할 불특정의 채권을 장래의 결산기에 최고액을 한도로 담보하려는 저당권(민법 제357조).
금고형,범인의 신체적인 자유를 박탈하는 형벌의 하나로 교도소에 감금만 하고 노역은 부과하지 않는 형벌을 말한다.
금반언의원칙,이미 표명한 자기의 언행이나 표시에 대하여 이와 모순되거나 부정되는 주장 또는 행위를 할 수 없다는 원칙을 말한다.
급부,채권의 내용이 되는 채무자의 특정한 행위를 말한다.
기간,"일정한 시점에서 다른 시점까지의 시간적인 간격을 의미한다. 기간은 그것만으로는 법률요건이 성립되지 않으나, 기간의 만료에 의하여 중요한 법률효과를 발생시키는 경우가 많다."
기망행위,"신의칙에 반하는 행위로서 허위의 사실을 말하거나, 진실을 은폐하여 상대방을 착오에 빠지게 하는 행위를 말한다."
기소,검사가 일정한 형사사건에 대하여 법원의 심판을 청구하는 소송행위를 말한다. 공소의 제기라고도 한다.
기소유예,죄를 범한 사람에 대하여 검사가 판단하여 기소를 하지 않는 것을 말한다.
기소중지,"검사가 피의자의 소재불명 혹은 심신상실,질병 등의 사유로 수사를 종결할 수 없는 경우에 그 사유가 해소될 때까지 수사를 중지하는 중간 처분을 말한다."
기속력,법원이나 행정기관이 자기가 한 재판이나 처분에 스스로 구속되어 자유롭게 취소 변경할 수 없는 효력으로 법적안정성과 소송제도의 신용을 보장하기 위해 인정되는 효력이다.
기속처분,행정처분을 함에 있어서 행정청의 재량의 여지가 전혀 허용되지 않고 법규에 정한 그대로를 구체화시키는 처분으로 기속행위라고도 한다.
기수,범죄의 구성요건을 실현하여 완성한 것을 말한다. 형법은 기수범의 처벌을 원칙으로 하며 미수범은 규정이 있는 경우에만 예외적으로 처벌한다.
기술적법규,"건축 법규, 보건 법규, 교통 법규와 같이 그 내용이 기술적인 법규를 말한다."
기판력,"판결이 확정되면 확정된 재판의 판단 내용은 소송당사자와 후소법원(後訴法院)을 구속하고, 이와 모순되는 주장·판단을 할 수 없다는 법적안정성을 보장하기 위한 소송법상의 효력이다."
기한,법률행위의 효력의 발생 및 소멸 또는 채무의 이행을 장래 발생할 것이 확실한 사실에 의존하게 하는 법률행위의 부관으로서 조건과 구별된다(민법 제148조 이하).
긴급체포,체포영장이 있어야만 체포할 수 있는 것이 원칙이나 현행범인 아닌 피의자에 대해 사전영장을 받아 체포할 수 없는 긴급한 사정이 있는 경우에는 수사기관이 그를 영장 없이 체포하는 것을 말한다(형사소송법 제200조의 3).
긴급피난,자기 또는 타인의 법익에 대한 현재의 급박한 위난을 피하기 위하여 부득이 타인에게 손해를 가하는 것으로서 형법상의 위법성조각사유 중 하나이다(형법 제22조).
노역장유치,벌금이나 과료를 납입하지 아니한 자에 대하여 선고되는 환형처분을 말한다.
뇌물죄,공무원 또는 중재인이 직무행위에 대한 대가로 불법적 이익을 취득하지 못하도록 하고 취득한 경우 이를 처벌하는 내용의 범죄이다(형법 제129조 이하). 본죄의 보호법익은 국가기능의 공정성에 있다.    
능력,법률관계에서는 일정한 법률효과를 부여하기 위하여 특정한 지위가 요구되는데 이를 능력이라고 한다. 능력에 관한 규정은 모두 강행규정이다.
단체행동권, 근로자가 근로조건의 유지와 개선을 위하여 사용자에 대항하여 단체적 행동을 할 수 있는 권리로서 헌법상 기본권이다(헌법 제33조).
답변서, 민사소송법에서 피고(피상소인)가 원고(상소인)의 소장(상소장 또는 상고이유서)에 대응하여 원고의 청구의 배척을 구하는 답변을 기재한 서면을 말한다.     
당사자능력," 소송법상에 있어서 원고, 피고 등의 소송 당사자가 되어 소송법상 모든 법률효과를 귀속받을 수 있는 일반적 능력을 말한다. "
당사자의자격," 민사소송법의 개념으로 소송상의 권리능력을 뜻하는데, 당사자능력 당사자적격 소송능력 변론능력의 4가지 능력으로 분류된다."
당사자주의, 소송의 주도권을 당사자가 가지고 원고와 피고가 서로 대립하여 공격 ·방어를 행하는 소송형식을 말한다. 소송의 주도권을 법원이 가지는 직권주의와 대립되는 말이다.
대리인, 본인으로부터 대리권을 수여받아 일정한 법률행위를 대리할 수 있는 지위에 있는 자를 뜻한다.
대물변제, 채무자가 부담하고 있던 급부 대신에 다른 급부를 이행함으로써 채권을 소멸시키는 채권자와 채무자 사이의 계약을 말한다.
대물변제의예약, 대물변제를 미리 약속하는 것을 말한다. 대물변제 예약의 목적물인 재산권의 가액은 차용액(본래의 채권액)과 그 이자의 합산액을 넘지 않는 범위 내에서만 유효하다(민법 607·608조).     
대위변제, 채무자 대신 제3자 또는 이해관계자가 채무를 변제하고 채무자에 대한 채권자의 채권을 갖는 것을 말한다. 
대체적분쟁해결, 법원의 소송 이외의 방식으로 다양하게 이루어지는 분쟁해결방식을 뜻한다.
대체집행, 채무자가 채무를 이행하지 않을 때 채권자가 법원에 청구하여 그 재판에 따라서 채권자 또는 제3자로 하여금 채무자에 갈음하여 채권의 내용을 실현하게 하고 그 비용을 채무자로부터 추심하는 강제집행방법을 말한다.
대한민국의친족법," 친족관계, 부부, 부모와 자녀, 후견, 부양 등을 규율하는 법을 말한다."
대한상사중재원, 국내외 상거래에서 발생한 분쟁을 신속하고 공정하게 해결함으로써 상거래 질서를 확립하기 위해 설립된 상설 중재기관을 말한다.
대항력, 이미 유효하게 발생하고 있는 법률관계를 제3자에 대하여 주장할 수 있는 법률상의 효력을 말한다.
독촉," 사법상으로는 채무이행을 최고하는 것을 말하고, 공법상으로는 공법상의 금전납부의무의 이행을 최고하는 것을 의미한다."
면소, 형사소송에서 소송을 계속 진행시키기 위한 실체적 소송조건이 결여된 경우 법원의 소송절차를 종결시키는 종국재판을 말한다.
면소판결," 형사사건에서 실체적 소송조건이 결여된 경우, 법원이 공소가 부적당하다고 하여 소송을 종결시키는 판결을 하는 것을 말한다."
명령, 일정한 행정기관이 법률의 형식에 따라 제정하는 행정입법을 말한다.
명의신탁, 소유관계를 공시하도록 되어 있는 재산에 대하여 소유자 명의를 실소유자가 아닌 다른 사람 이름으로 해놓는 것을 말한다.
명인방법, 수목의 집단이나 미분리의 과실 등에 관한 물권변동에 있어서 관습법 또는 판례법에 의하여 인정되어 있는 특수한 공시방법이다.
명확성의원칙, 죄형법정주의로부터 파생된 원리로서 형벌법규는 범죄의 구성요건과 그 법적 결과인 형벌을 명확하게 규정해야 한다는 형법의 법리이다.
모욕죄, 공연하게 사람을 모욕함으로써 성립하는 범죄이다(형법 제311조). 
무고죄, 다른 사람에 대하여 형사처분 또는 징계처분을 받게 할 목적으로 허위의 사실을 공무소(경찰서나 검찰청 등) 또는 공무원에게 신고하는 죄를 말한다(형법 제156조).
무과실책임, 고의나 과실 없이 발생한 손해에 대해서도 책임을 지는 손해배상책임을 말한다.
무기명채권, 특정의 채권자가 지정되지 않고 증권의 소지인에게 변제하여야 하는 증권적 채권을 말한다.
무능력자, 권리나 의무를 가지기 위한 법률행위를 단독으로 완전하게 할 수 없는 자를 뜻한다.
무죄추정의원칙, 피고인 또는 피의자는 유죄 판결이 확정될 때까지는 무죄로 추정한다는 원칙을 말한다.
무하자재량행사청구권," 행정청에 재량권이 부여된 경우에, 상대방 기타 이해관계인이 행정청에 대하여 하자 없는 재량권 행사를 청구할 수 있는 권리를 말한다"
물권법정주의, 물권은 법률 또는 관습법에 따르지 않고 임의로 창설하지 못한다는 원칙을 말한다.
미란다원칙," 수사기관이 범죄피의자를 체포할 때 피의자에게 체포의 이유와 변호인을 선임할 수 있는 권리, 진술을 거부할 수 있는 권리 등이 있음을 미리 알려 주어야 한다는 원칙이다."
미수범, 범죄 실행에 착수는 하였으나 행위를 종료하지 못했거나 결과 발생에 실패한 범죄 또는 범인을 말한다.
민사소송법," 형식적 의미로는 ‘민사소송법’이라는 명칭을 가진 법령을 가리키나, 실질적 의미로는 민사소송제도 전체를 규율하는 법규의 총체를 뜻한다."
민사조정, 법원의 판결에 의하지 않고 법관이나 조정위원의 주도하에 양당사자가 서로 양보하여 당사자의 합의로서 민사상의 분쟁을 해결하는 자주적 분쟁해결제도를 말한다.
밀수, 세관을 거치지 않고 몰래 물건을 들여오는 것을 뜻한다.
반대신문, 증인신문에서 증인을 신청한 당사자가 먼저 신문한 후에 상대방 당사자가 하는 신문을 말한다.
반론권, 언론 기관의 보도에 의해서 명예훼손 등을 당한 경우에 반론을 게재하거나 그와 같은 내용을 방송하도록 요구할 수 있는 권리를 말한다.
반사회적법률행위, 선량한 풍속 기타 사회질서에 위반한 사항을 내용으로 하는 법률행위로서 이러한 법률행위는 무효로서 효력이 없다(민법 제103조).
반의사불벌죄, 피해자가 가해자의 처벌을 원하지 않는다는 의사를 표시하면 처벌할 수 없는 죄를 뜻한다.
방론, 판결에는 판사가 작성한 판결이유라는 부분이 있는데 그 판결이유 중 그 사건의 판결과 직접적인 관계가 없는 부가적인 판사의 의견을 쓸 경우 이를 방론이라 한다.
방화, 타인의 재산에 고의적으로 불을 지르는 행위를 말한다.
벌금, 판결 등을 통해 일정한 금액을 강제적으로 국가에 납부하게 하는 형벌을 말한다.
범죄구성사실, 법률상의 구성요건에 해당하는 구체적인 사실을 뜻한다.
범죄인인도," 조약, 상호주의, 국제예양에 기초하여 A국에서 죄를 범하고 B국으로 도망온 자를 A국의 요청에 의해 B국에서 A국으로 인도해 주는 것을 말한다."
법과학, 과학적인 관찰과 실험을 통하여 수집 발견한 지식이나 자료를 범죄 수사에 제공하는 기술과학을 말한다.
법률관계, 다양하게 이루어지는 인간의 관계 중에서 법에 의하여 규율되는 생활관계를 뜻한다.
법률사실, 법률요건을 구성하는 요소인 사실들을 말한다.
법률안거부권, 국회가 의결하여 정부에 이송된 법률안에 대해 대통령이 국회로 환부시켜 재의를 요구할 수 있는 권리를 말한다(헌법 제53조).
법률안제출권, 국회의원과 대통령이 법률안을 국회에 제출할 수 있는 권리를 말한다.
법률요건," 일정한 법률효과를 발생하게 하는 법률사실을 총괄하는 것이며, 구성요건이라고도 한다."
법률자문, 법률 전문가가 법적인 문제에 대해 상담을 해주는 것을 뜻한다.
법률행위, 의사표시를 불가결의 요소로 하는 사법상의 법률요건을 말한다.
법률효과," 구체적인 사실이 법률요건을 충족함으로 인하여 발생하는 것으로서, 법률상 생기는 법적 효과를 뜻한다."
법의무, 법규범에 의하여 과해지는 구속을 말한다.
법익, 법적으로 보호되는 개인이나 공동체의 이익 또는 가치를 말한다.
법인격부인론, 법인격이 남용된 경우 법인격을 박탈하는게 아니라 제한함으로써 회사형태의 남용에서 생기는 폐단을 교정하고자 하는 이론을 말한다.
법적안정성, 법에 의하여 보호되는 사회생활의 안정성으로서 법의 이념 중 하나이다.    
법적확신," 관행을 지키는 것은 의무라는 신념을 말하며, 법적확신이 없는 관행은 국제예양 또는 사실인 관습이라고 부른다."
법제도," 일정한 목적에 따라 체계적, 유기적으로 배열된 법률관계의 전체를 가리킨다."
법질서, 법에 의하여 사회가 통일적으로 규율되고 있는 상태 혹은 각각의 법규가 통일적으로 체계화된 법체계를 말한다.
변론," 소송 당사자가 변론기일에 법정에 출석하여 구술로 하는 진술을 말하며, 구두변론이라고도 한다."
변론조서, 변론진행과정을 공증하기 위해 법원사무관 등이 기일마다 작성하는 서류를 말한다.
변론주의, 당사자가 판결의 기초가 되는 사실과 증거의 수집을 책임지고 법원은 이에 관여하지 않는다는 민사소송법상 원칙을 말한다.
변제, 채무자나 채무를 갚을 의무가 있는 사람이 채권자나 그 대리인 등에게 빚을 갚아 채권 채무 관계를 소멸시키는 것을 말한다.
변호사," 법률적으로 문제가 되는 사건이 발생할 경우 개인이나 단체 국가를 대신해 소송을 수행하거나, 기타 일반 법률 사무를 다루는 일을 직업으로 가지고 있는 사람을 뜻한다."
변호사의비밀유지특권," 변호사가 의뢰인과 나눈 정보는 공개되지 않고 비밀로 하여야 하는 것을 말하며, 이 원칙은 변호사의 고용인이나 대리인에게까지도 적용된다."
변호인," 피고인 혹은 국가에 의하여 선정되어 형사재판에서 피고인, 피의자의 방어권 보장을 주된 임무로 하는 피고인 또는 피의자의 법률적 보조자를 말한다."
별제권, 파산재단에 속한 특정재산에서 다른 채권자보다 우선하여 변제를 받을 수 있는 권리를 말한다.
병존적채무인수,  기존 채무자의 채무를 면제시키지 않고 제3자가 채권관계에 추가로 가입해서 종래의 채무자와 더불어 동일한 내용의 채무를 부담하는 계약이다.
보석, 법원이 보석 보증금을 받거나 보증인을 세우는 등을 조건으로 하여 구속된 형사 피고인을 석방시키는 제도를 말한다.
보증인적지위, 부작위범의 경우 보호되는 법익과 특수하고 밀접한 관계를 맺고 있어서 그 법익이 침해되는 것을 방지해야 할 행위자의 특별한 지위를 말한다.
보호관찰," 범죄인을 교도소나 기타 시설에 수용하지 않고, 사회에서 지도·원호함으로써 범죄를 예방하기 위한 형사정책적인 제도이다. "
본래적범죄, 형법의 기원으로 그 자체로 비도덕적인 범죄.
본안심리," 민사상의 용어로 법원이 원고의 청구를 적법하다고 인정하여 수리했을 경우, 청구의 실체적 내용에 대하여 행하는 심리."
부작위, 일정한 처분이나 행위를 하여야 할 법률상의 의무가 있음에도 이를 이행하지 않는 것.
부착물, 부동산에 포함되어 있거나 부동산에 고정되어 있는 물건.
부칙, 어떠한 법률이나 명령을 보충하기 위하여 덧붙이는 규정이나 규칙 내용.
분묘기지권, 탕니소유 토지 위에 조상의 분묘를 둔 자가 그 토지에 묘를 계속 둘 수 있는 권리로 지상권과 비슷한 관습법상의 권리이다.
불가변력, 행정상의 개념으로 행정청/처분청/감독청이 어떤 행정행위를 한 경우 직권으로 그 행정행위를 취소·변경·철회할 수 없는 효력.
불가분채권, 민법상의 개념으로 분할해서 실현할 수 없는 급부를 목적으로 하는 다수 당사자의 채권(민법 제409조~제412조).
불가쟁력, 행정행위의 상대방이나 기타 관계인이 쟁송기간의 경과와 같은 일정한 법률사실이 존재하는 경우에는 더 이상 행정행위의 효력을 다툴 수 없게 하는 구속력.
불가항력, 당사자의 의도와 관계없이 통제할 수 없는 사유로 인해 계약이 불이행되거나 계약 이행의 지체가 발생했을 때 책임을 면하게 해주는 조항.
불법영득의사, 권리자의 지위를 배제하고 불법으로 다른 사람의 재물을 이용 및 처분하려는 의사.
불법원인급여, 불법인 원인에 기하여 재산을 급여하거나 노무을 제공하는 것을 말하며 불법원인급여는 반환청구를 할 수 없다(민법 제746조).
불법적간섭, 타인의 계약이나 사업상 관계에 불법적으로 간섭을 하여 손해를 입히는 것.
불복신청, 판결이나 처분으로 불이익을 받은 사람이 판결 및 처분의 취소나 변경을 위한 재판을 구하는 신청.
